* Measurement data measured by REW V5.40 beta 100
* Source: EQ window target shape
* Format: 
* Dated: Sep 23, 2025 2:20:56 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; 
* Measurement: Target RMS + phase average
* Smoothing: 1/48 octave
* Frequency Step: 96 ppo
* Start Frequency: 2.5 Hz
*
* Freq(Hz) SPL(dB)
224.646290 69.683
226.274170 69.682
227.913846 69.680
229.565404 69.679
231.228929 69.677
232.904509 69.675
234.592231 69.672
236.292183 69.667
238.004454 69.661
239.729132 69.653
241.466308 69.645
243.216073 69.636
244.978517 69.626
246.753732 69.617
248.541811 69.607
250.342848 69.597
252.156935 69.588
253.984168 69.579
255.824642 69.571
257.678453 69.564
259.545697 69.558
261.426473 69.554
263.320877 69.550
265.229008 69.547
267.150967 69.544
269.086853 69.541
271.036767 69.538
273.000811 69.536
274.979088 69.534
276.971700 69.532
278.978751 69.530
281.000346 69.527
283.036590 69.523
285.087590 69.520
287.153452 69.516
289.234284 69.512
291.330195 69.509
293.441294 69.506
295.567690 69.503
297.709496 69.501
299.866821 69.499
302.039780 69.497
304.228485 69.497
306.433050 69.498
308.653590 69.500
310.890221 69.503
313.143060 69.507
315.412224 69.510
317.697831 69.513
320.000000 69.517
322.318852 69.520
324.654507 69.523
327.007088 69.525
329.376716 69.526
331.763515 69.526
334.167610 69.523
336.589127 69.520
339.028190 69.516
341.484928 69.511
343.959469 69.506
346.451941 69.502
348.962474 69.497
351.491200 69.492
354.038251 69.488
356.603758 69.485
359.187855 69.484
361.790679 69.485
364.412363 69.487
367.053045 69.492
369.712863 69.497
372.391955 69.502
375.090460 69.508
377.808521 69.514
380.546277 69.520
383.303872 69.526
386.081450 69.531
388.879155 69.535
391.697134 69.538
394.535533 69.540
397.394500 69.540
400.274184 69.538
403.174736 69.537
406.096306 69.534
409.039048 69.531
412.003113 69.526
414.988657 69.522
417.995836 69.516
421.024807 69.510
424.075726 69.503
427.148753 69.495
430.244049 69.486
433.361775 69.475
436.502093 69.464
439.665167 69.453
442.851162 69.442
446.060244 69.431
449.292581 69.420
452.548340 69.410
455.827692 69.400
459.130807 69.390
462.457858 69.383
465.809019 69.378
469.184463 69.374
472.584367 69.372
476.008908 69.372
479.458265 69.371
482.932617 69.371
486.432146 69.372
489.957033 69.373
493.507464 69.374
497.083623 69.375
500.685695 69.376
504.313870 69.376
507.968337 69.375
511.649285 69.373
515.356906 69.370
519.091395 69.368
522.852945 69.365
526.641753 69.362
530.458016 69.360
534.301934 69.357
538.173706 69.354
542.073534 69.351
546.001623 69.349
549.958175 69.347
553.943399 69.346
557.957501 69.345
562.000691 69.344
566.073180 69.344
570.175180 69.343
574.306904 69.343
578.468569 69.343
582.660390 69.343
586.882588 69.343
591.135381 69.343
595.418991 69.344
599.733643 69.345
604.079560 69.346
608.456970 69.348
612.866100 69.350
617.307180 69.351
621.780442 69.352
626.286120 69.353
630.824447 69.353
635.395661 69.352
640.000000 69.351
644.637704 69.348
649.309014 69.343
654.014175 69.336
658.753431 69.327
663.527030 69.316
668.335221 69.305
673.178253 69.293
678.056380 69.281
682.969856 69.269
687.918938 69.257
692.903882 69.246
697.924949 69.235
702.982401 69.227
708.076501 69.221
713.207515 69.218
718.375711 69.216
723.581357 69.217
728.824726 69.218
734.106091 69.219
739.425726 69.221
744.783910 69.224
750.180921 69.227
755.617041 69.230
761.092554 69.233
766.607744 69.235
772.162900 69.237
777.758310 69.238
783.394268 69.238
789.071066 69.238
794.789000 69.237
800.548368 69.236
806.349472 69.235
812.192613 69.233
818.078095 69.230
824.006226 69.226
829.977315 69.222
835.991673 69.215
842.049613 69.207
848.151452 69.197
854.297507 69.186
860.488099 69.175
866.723550 69.163
873.004186 69.151
879.330334 69.139
885.702324 69.128
892.120489 69.117
898.585161 69.106
905.096680 69.098
911.655384 69.091
918.261614 69.087
924.915716 69.085
931.618037 69.084
938.368925 69.084
945.168733 69.084
952.017816 69.085
958.916529 69.085
965.865234 69.086
972.864291 69.087
979.914067 69.088
987.014928 69.087
994.167245 69.085
1001.371391 69.082
1008.627741 69.077
1015.936673 69.072
1023.298569 69.067
1030.713812 69.061
1038.182790 69.056
1045.705890 69.050
1053.283506 69.043
1060.916032 69.037
1068.603867 69.031
1076.347412 69.025
1084.147069 69.018
1092.003245 69.013
1099.916351 69.007
1107.886798 69.001
1115.915003 68.996
1124.001383 68.990
1132.146360 68.985
1140.350359 68.980
1148.613808 68.975
1156.937137 68.971
1165.320781 68.967
1173.765175 68.964
1182.270762 68.962
1190.837983 68.961
1199.467286 68.961
1208.159120 68.960
1216.913939 68.959
1225.732199 68.958
1234.614360 68.957
1243.560885 68.956
1252.572239 68.954
1261.648894 68.951
1270.791322 68.947
1280.000000 68.941
1289.275408 68.933
1298.618029 68.924
1308.028350 68.914
1317.506863 68.903
1327.054061 68.893
1336.670442 68.882
1346.356507 68.871
1356.112761 68.861
1365.939713 68.850
1375.837875 68.841
1385.807763 68.834
1395.849898 68.828
1405.964802 68.824
1416.153002 68.822
1426.415031 68.820
1436.751422 68.818
1447.162715 68.816
1457.649452 68.814
1468.212181 68.813
1478.851452 68.811
1489.567819 68.808
1500.361842 68.804
1511.234082 68.799
1522.185107 68.791
1533.215488 68.782
1544.325799 68.773
1555.516621 68.763
1566.788535 68.752
1578.142131 68.742
1589.577999 68.732
1601.096737 68.721
1612.698944 68.712
1624.385225 68.702
1636.156190 68.695
1648.012452 68.689
1659.954630 68.685
1671.983345 68.683
1684.099226 68.681
1696.302903 68.680
1708.595013 68.678
1720.976197 68.677
1733.447100 68.676
1746.008372 68.675
1758.660669 68.674
1771.404649 68.672
1784.240977 68.668
1797.170323 68.663
1810.193360 68.657
1823.310767 68.650
1836.523229 68.643
1849.831433 68.635
1863.236074 68.627
1876.737851 68.620
1890.337467 68.612
1904.035631 68.604
1917.833058 68.596
1931.730467 68.589
1945.728583 68.583
1959.828134 68.578
1974.029857 68.574
1988.334491 68.571
2002.742782 68.567
2017.255482 68.564
2031.873347 68.561
2046.597138 68.558
2061.427625 68.555
2076.365579 68.552
2091.411780 68.549
2106.567012 68.546
2121.832065 68.542
2137.207735 68.538
2152.694823 68.533
2168.294137 68.528
2184.006490 68.523
2199.832702 68.518
2215.773596 68.512
2231.830005 68.507
2248.002765 68.502
2264.292720 68.496
2280.700718 68.490
2297.227616 68.485
2313.874274 68.479
2330.641561 68.473
2347.530351 68.467
2364.541523 68.461
2381.675966 68.456
2398.934572 68.450
2416.318240 68.444
2433.827878 68.439
2451.464399 68.434
2469.228720 68.428
2487.121769 68.424
2505.144479 68.420
2523.297789 68.417
2541.582644 68.414
2560.000000 68.412
2578.550815 68.410
2597.236057 68.407
2616.056701 68.405
2635.013726 68.402
2654.108121 68.399
2673.340883 68.396
2692.713013 68.391
2712.225522 68.385
2731.879426 68.378
2751.675750 68.370
2771.615527 68.360
2791.699796 68.349
2811.929603 68.338
2832.306004 68.327
2852.830061 68.316
2873.502844 68.305
2894.325430 68.294
2915.298905 68.284
2936.424363 68.275
2957.702904 68.268
2979.135638 68.262
3000.723683 68.258
3022.468164 68.255
3044.370214 68.253
3066.430976 68.251
3088.651599 68.250
3111.033242 68.248
3133.577071 68.246
3156.284262 68.244
3179.155999 68.242
3202.193474 68.238
3225.397888 68.233
3248.770450 68.225
3272.312380 68.217
3296.024905 68.207
3319.909260 68.197
3343.966691 68.187
3368.198452 68.177
3392.605806 68.167
3417.190027 68.158
3441.952394 68.148
3466.894200 68.139
3492.016745 68.133
3517.321337 68.128
3542.809298 68.125
3568.481954 68.123
3594.340646 68.123
3620.386720 68.122
3646.621534 68.122
3673.046457 68.121
3699.662866 68.121
3726.472148 68.120
3753.475701 68.119
3780.674934 68.116
3808.071263 68.112
3835.666117 68.106
3863.460935 68.098
3891.457165 68.088
3919.656268 68.078
3948.059713 68.068
3976.668981 68.057
4005.485564 68.047
4034.510963 68.037
4063.746693 68.027
4093.194277 68.017
4122.855250 68.010
4152.731158 68.005
4182.823560 68.002
4213.134024 68.000
4243.664130 68.000
4274.415470 68.001
4305.389646 68.001
4336.588274 68.002
4368.012981 68.003
4399.665403 68.003
4431.547192 68.003
4463.660010 68.002
4496.005531 68.000
4528.585440 67.995
