* Measurement data measured by REW V5.40 beta 121
* Source: EQ window target shape
* Format: 
* Dated: Aug 12, 2026, 3:15:20 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; 
* Measurement: Target LRrms+phavg
* Smoothing: 1/48 octave
* Frequency Step: 96 ppo
* Start Frequency: 2.5 Hz
*
* Freq(Hz) SPL(dB)
17346.353097 69.174
17472.051922 69.174
17598.661613 69.174
17726.188769 69.174
17854.640040 69.174
17984.022122 69.174
18114.341760 69.174
18245.605748 69.174
18377.820928 69.174
18510.994194 69.174
18645.132489 69.174
18780.242805 69.174
18916.332186 69.174
19053.407727 69.174
19191.476573 69.174
19330.545924 69.174
19470.623028 69.174
19611.715189 69.174
19753.829761 69.174
19896.974155 69.174
20041.155832 69.174
20186.382308 69.174
20332.661156 69.174
20480.000000 69.174
20628.406522 69.174
20777.888460 69.174
20928.453604 69.174
21080.109806 69.174
21232.864972 69.174
21386.727064 69.174
21541.704105 69.174
21697.804172 69.174
21855.035406 69.174
22013.406002 69.174
